

times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines
110.429  000.240  000.132: require('luasnip.loaders.from_lua')
110.555  000.123  000.123: require('luasnip.loaders.from_snipmate')
110.647  000.089  000.089: require('luasnip.loaders.from_vscode')
110.682  007.008: opening buffers
110.750  000.056  000.056: require('bufferline.state')
112.812  002.075: BufEnter autocommands
112.819  000.007: editing files in windows
113.146  000.263  000.263: require('illuminate.providers.lsp')
115.723  001.201  001.201: require('nvim-treesitter.locals')
115.728  002.569  001.368: require('illuminate.providers.treesitter')
116.046  000.315  000.315: require('illuminate.providers.regex')
116.258  000.292: VimEnter autocommands
116.341  000.083: UIEnter autocommands
125.487  008.959  008.959: sourcing /home/met/.local/bin/nvim-linux64/share/nvim/runtime/autoload/provider/clipboard.vim
125.512  000.212: before starting main loop
127.535  000.489  000.489: require('bufferline.pick')
127.889  000.352  000.352: require('bufferline.duplicates')
128.417  000.526  000.526: require('bufferline.diagnostics')
128.922  000.502  000.502: require('bufferline.models')
128.934  002.970  001.103: require('bufferline.buffers')
129.697  000.294  000.294: require('bufferline.numbers')
130.245  000.377  000.377: require('bufferline.sorters')
130.842  000.527  000.527: require('bufferline.tabpages')
131.449  000.474  000.474: require('bufferline.offset')
131.917  000.428  000.428: require('bufferline.custom_area')
133.398  002.815: first screen update
133.434  000.035: --- NVIM STARTED ---


times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines

000.007  000.007: --- NVIM STARTING ---
000.077  000.070: event init
000.186  000.108: early init
000.232  000.046: locale set
000.301  000.069: init first window
000.538  000.237: inits 1
000.543  000.006: window checked
000.586  000.043: parsing arguments
000.971  000.056  000.056: require('vim.shared')
001.081  000.035  000.035: require('vim._meta')
001.083  000.109  000.074: require('vim._editor')
001.084  000.202  000.037: require('vim._init_packages')
001.086  000.297: init lua interpreter
001.985  000.899: expanding arguments
002.186  000.201: inits 2
002.537  000.351: init highlight
